koi_disposition,koi_pdisposition,koi_period,koi_time0bk,koi_time0,koi_eccen,koi_longp,koi_impact,koi_duration,koi_ingress,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_quarters,koi_bin_oedp_sig,koi_model_dof,koi_model_chisq,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sdec,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky
CANDIDATE,CANDIDATE,9.95639775,134.29186,2454967.292,0.0,,1.222,5.615,,510.5,0.244849,0.00774,28.15,0.095,69.16,905.0,158.42,3.44,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3024,0.3288,5.694448,28.363348,32.9,1,139.0,1.0,11111111111111111000000000000000,0.8136,,,6161.0,4.454,0.07,1.053,1.15,,294.76855,47.13279,15.22,15.65,15.15,15.035,14.95,14.08,13.802,13.725,0.477,19.651225,47.13308,-0.41,1.06,9e-05,-0.00014,0.21,-0.13,0.24,0.15,-0.16,0.22
CANDIDATE,CANDIDATE,31.201692472,183.4076137,2455016.408,0.0,,0.001,2.15663,,34514.0,0.169571,41.97515,8.31,0.1498,90.0,286.0,1.59,129.27,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.4418,0.2405,130.21426,595.1253,607.4,1,44.0,1.0,11111111111111111000000000000000,0.0441,,,3748.0,4.796,-0.3,0.449,0.461,,292.65704,46.537338,15.798,17.249,15.856,15.176,14.823,13.584,12.953,12.753,0.535,19.5104665,46.5374253,-0.104,0.307,0.0006,0.0005,0.005,-0.002,0.005,0.032,0.415,0.416
CANDIDATE,CANDIDATE,6.810823723,136.04667,2454969.047,0.0,,0.57,7.98574,,14447.0,0.114797,0.10154,26.06,0.0798,84.8,1626.0,1656.16,6.291,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3287,0.2412,384.02817,2688.337,1441.9,1,160.0,1.0,11111101110111011000000000000000,0.31,,,7226.0,3.967,-0.4,2.079,1.461,,299.10281,47.377781,12.628,12.796,12.572,12.541,12.542,11.768,11.61,11.548,0.0,19.940189437,47.37779511,0.0525,0.0544,0.00038,0.0002,-0.006,-0.005,0.008,-0.01,-0.001,0.011
CANDIDATE,CANDIDATE,51.59809554,203.979914,2455036.98,0.0,,0.251,2.0153,,5869.2,0.070071,59.82806,6.57,0.2675,89.93,449.0,9.61,203.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2676,0.3928,22.123877,81.96965,79.7,1,25.0,1.0,01111111111111111000000000000000,0.8655,,,5681.0,4.551,-0.06,0.859,0.957,,287.61688,38.402321,15.617,16.184,15.554,15.374,15.262,14.338,13.865,13.914,0.0,19.1744483,38.402282,-0.41,-0.14,0.0058,0.0004,-0.146,-0.096,0.175,0.039,-0.155,0.159
CANDIDATE,CANDIDATE,1500.0,315.33083,2455148.331,0.0,,0.9243,7.109,,9592.0,0.118113,8.77051,9.8,2.4144,89.95,139.0,0.09,1014.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2747,0.3829,,,62.5,1,,,,,,,5606.0,4.597,-0.4,0.76,0.832,,290.18304,38.321941,14.709,15.241,14.656,14.481,14.391,13.425,13.041,12.971,,,,,,,,,,,,,
CANDIDATE,CANDIDATE,1500.1406772,176.08226,2455009.082,0.0,,0.9131,25.727,,4129.9,0.07359,0.13376,18.35,2.634,89.95,206.0,0.42,251.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1605,0.5624,,,83.3,1,,,,,,,5009.0,3.755,0.07,2.283,1.083,,291.97754,37.532551,13.862,14.715,13.817,13.497,13.296,12.204,11.681,11.582,,,,,,,,,,,,,
CANDIDATE,CANDIDATE,20.51360192,357.49424,2455190.494,0.0,,0.703,3.4769,,1174.1,0.033497,1.79135,2.58,0.1323,88.82,540.0,20.15,34.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2337,0.4535,6.527793,27.987392,32.3,1,58.0,1.0,00011111111111111000000000000000,0.0216,,,5310.0,4.608,-0.5,0.704,0.733,,281.60541,42.390419,15.406,16.027,15.352,15.14,14.98,13.962,13.538,13.447,0.0,18.7736253,42.390551,-2.71,0.47,-0.00057,0.00059,3.98,-1.93,4.42,-0.08,0.12,0.14
CANDIDATE,CANDIDATE,0.783276173,355.94865,2455188.949,0.0,,0.041,1.6735,,264.7,0.014734,1.5282,1.98,0.0165,89.37,2149.0,5056.88,3.673,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.26,0.4133,4.051483,34.98987,46.9,2,1447.0,1.0,00011111111111111000000000000000,1.0,,,5640.0,4.247,0.16,1.233,0.979,,292.17859,42.005909,15.005,15.458,14.939,14.812,14.773,13.848,13.504,13.517,0.0,19.478609,42.005794,1.43,-0.42,0.000344,-0.000141,-4.99,1.69,5.27,-0.04,-0.19,0.19
CANDIDATE,CANDIDATE,3.17405898,357.05776,2455190.058,0.0,,0.422,2.3156,,282.2,0.015521,1.71209,2.09,0.042,87.51,1348.0,780.46,9.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.26,0.4133,4.27974,20.459885,29.2,2,290.0,2.0,00011111111111111000000000000000,0.5444,,,5640.0,4.247,0.16,1.233,0.979,,292.17859,42.005909,15.005,15.458,14.939,14.812,14.773,13.848,13.504,13.517,0.0,19.4786027,42.005611,1.18,-1.08,0.000508,-6e-06,-4.79,1.12,4.92,0.22,-0.96,0.98
CANDIDATE,CANDIDATE,345.1589354,318.307719,2455151.308,0.0,,0.87,7.5646,,5087.9,0.076581,1.71206,7.79,0.9746,89.77,241.0,0.8,220.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2193,0.4785,97.44233,180.64433,197.9,1,4.0,1.0,11111110111011101000000000000000,0.5555,,,5597.0,4.515,0.28,0.931,1.032,,287.02228,48.681938,13.46,13.976,13.379,13.239,13.159,12.226,11.888,11.814,0.897,19.1348255,48.68193,0.221,-0.035,-7e-05,6e-05,0.096,-0.013,0.097,0.236,-0.005,0.236
CANDIDATE,CANDIDATE,99.6442783,283.236289,2455116.236,0.0,,0.966,5.1772,,3215.6,0.076417,0.64597,8.48,0.4283,89.21,415.0,6.98,69.73,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2889,0.3511,50.157146,149.48808,163.2,1,13.0,1.0,11111111111111111000000000000000,0.375,,,6102.0,4.447,-0.08,1.016,1.049,,292.22839,42.03537,13.75,14.074,13.68,13.611,13.588,12.734,12.525,12.473,0.009,19.4818865,42.035378,-0.22,0.029,-0.00074,-0.00024,0.008,-0.035,0.036,0.051,-0.124,0.134
CANDIDATE,CANDIDATE,19.03723442,148.55057,2454981.551,0.0,,0.033,3.3882,,401.3,0.018189,4.35188,5.74,0.1404,89.96,1051.0,288.04,43.69,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.236,0.4473,4.9258957,22.91305,25.3,1,71.0,1.0,11111111111111111000000000000000,0.7204,,,5248.0,3.523,-0.58,2.892,1.017,,291.42755,41.878159,14.898,15.318,14.86,14.718,14.649,13.787,13.407,13.391,0.0,19.428495,41.8786,-0.34,1.59,-3e-05,-0.00093,-0.33,0.24,0.41,-0.33,0.33,0.47
CANDIDATE,CANDIDATE,0.576078683,134.107265,2454967.107,0.0,,1.113,1.63253,,10085.0,0.260658,0.43962,23.23,0.0131,55.71,1982.0,3647.63,1.976,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2711,0.3858,26.813059,332.99945,426.0,1,1158.0,1.0,11111111111111111000000000000000,0.3853,,,5693.0,4.57,-0.24,0.816,0.911,,288.70087,44.70768,15.237,15.769,15.184,15.008,14.913,13.985,13.665,13.528,0.0,19.24670001,44.7076512,-0.921,-0.104,-3e-05,0.0003,0.061,-0.207,0.216,-0.074,-0.366,0.373
CANDIDATE,CANDIDATE,78.9257421,429.37454,2455262.375,0.0,,0.359,7.5193,,17972.0,0.123557,1.88933,11.9,0.3578,89.76,398.0,5.94,85.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2622,0.4035,60.656586,173.86752,85.2,1,15.0,1.0,00011111111111111000000000000000,0.0318,,,5750.0,4.538,-0.04,0.882,0.98,,291.44522,44.52869,15.913,16.456,15.843,15.68,15.569,14.618,14.199,14.221,0.0,19.42980491,44.5284017,4.731,-1.0379,0.0082,-0.0006,,,,0.07,-0.06,0.1
CANDIDATE,CANDIDATE,6.84639884,133.76181,2454966.762,0.0,,0.9,3.4919,,149.7,0.013285,0.14035,1.9,0.0732,82.65,1132.0,387.84,7.03,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2844,0.3661,4.7668767,29.791174,36.3,1,192.0,1.0,11111111111111111000000000000000,0.1345,,,6065.0,4.251,0.07,1.31,1.115,,295.29385,48.374802,13.137,13.463,13.082,12.998,12.954,12.13,11.898,11.837,0.0,19.6862731,48.37475,0.61,-0.17,-0.000115,-0.00033,0.25,12.5,12.5,0.2,0.3,0.3
CANDIDATE,CANDIDATE,12.37679312,143.3787176,2454976.379,,,,3.85,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,290.55237,48.126263,11.926,12.474,11.865,11.694,,10.894,10.606,10.562,,,,,,,,,,,,,
CANDIDATE,CANDIDATE,268.9410974,360.070904,2455193.071,0.0,,0.765,5.4434,,9010.2,0.095141,6.7682,13.57,0.8272,89.85,321.0,2.52,295.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2638,0.4046,82.94148,133.10529,120.4,1,4.0,1.0,11111111111111111000000000000000,0.3719,,,5798.0,4.224,0.14,1.306,1.041,,289.88962,45.005669,14.814,15.209,14.752,14.645,14.589,13.669,13.407,13.278,0.006,19.3259744,45.005668,-0.04,-0.01,-0.0002,0.0017,0.005,0.061,0.061,-0.082,0.194,0.211
CANDIDATE,CANDIDATE,80.9669561,160.97672,2454993.977,0.0,,0.007,2.5276,,4733.0,0.062648,50.74043,5.04,0.3412,90.0,364.0,4.14,260.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2665,0.398,17.0344,45.888737,52.0,1,13.0,1.0,11111011101110111000000000000000,0.6822,,,5611.0,4.61,-0.5,0.737,0.824,,295.80585,39.17799,15.671,16.254,15.637,15.421,15.303,14.341,14.014,13.884,0.242,19.7204044,39.177919,0.57,-0.26,-0.0011,0.001,0.085,-0.1,0.13,0.136,0.05,0.144
CANDIDATE,CANDIDATE,6.80082032,359.17999,2455192.18,0.0,,0.597,1.9883,,699.9,0.025016,4.22983,1.88,0.0636,88.43,697.0,55.83,21.79,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1142,0.6188,4.097684,21.30607,25.5,1,127.0,1.0,00011011101110111000000000000000,0.6681,,,4805.0,4.633,-0.06,0.688,0.769,,294.50842,39.398682,15.238,16.096,15.178,14.871,14.706,13.697,13.07,12.972,0.0,19.6338148,39.398857,-3.33,0.64,-0.00101,0.00028,9.01,-1.77,9.18,0.39,-0.27,0.47
CANDIDATE,CANDIDATE,54.325574,142.236,2454975.236,0.0,,0.154,9.86,,44.2,0.00612,0.46961,0.76,0.2997,89.95,545.0,20.85,41.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3074,0.3159,,,7.7,3,,,,,,,6343.0,4.411,0.07,1.137,1.213,,283.9368,49.110329,12.32,12.578,12.251,12.209,12.212,11.406,11.171,11.151,,,,,,,,,,,,,
CANDIDATE,CANDIDATE,20.01959599,150.8362184,2454983.836,,,,7.0,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,283.9368,49.110329,12.32,12.578,12.251,12.209,12.212,11.406,11.171,11.151,,,,,,,,,,,,,
CANDIDATE,CANDIDATE,162.0479502,278.880573,2455111.881,0.0,,0.663,9.8974,,4840.5,0.067347,0.82549,11.52,0.6344,89.64,437.0,8.65,104.64,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3052,0.3236,101.05077,205.05179,370.2,1,8.0,1.0,11111111111111111000000000000000,0.698,,,6309.0,4.16,0.12,1.567,1.294,,294.2655,44.7943,13.632,13.94,13.585,13.5,13.448,12.654,12.424,12.349,0.284,19.61770076,44.794268,0.056,-0.116,8e-05,-0.00014,0.0,0.019,0.019,0.078,-0.095,0.123
CANDIDATE,CANDIDATE,1.694740233,355.357543,2455188.358,0.0,,0.671,1.6864,,1446.8,0.036824,1.51318,2.12,0.0229,83.71,797.0,95.14,6.12,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2575,0.4768,6.964219,58.821148,92.3,1,661.0,1.0,00011111111111111000000000000000,0.9734,,,3764.0,4.739,0.14,0.527,0.555,,283.55554,45.614262,15.804,17.212,15.915,15.201,14.855,13.623,12.94,12.768,0.0,18.9036774,45.613755,-0.931,-1.82,-0.00073,-0.0017,1.21,3.8,3.97,-0.098,0.324,0.338
CANDIDATE,CANDIDATE,15.068060768,363.549714,2455196.55,0.0,,0.88,3.3011,,19387.0,0.156734,1.49591,16.43,0.1213,88.07,742.0,71.78,26.185,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2868,0.3588,50.815216,298.8398,282.8,1,56.0,1.0,00011011101110111000000000000000,0.5919,,,5982.0,4.493,-0.04,0.96,1.047,,295.4783,39.867722,15.95,16.48,15.905,15.723,15.665,14.732,14.398,14.329,0.0,19.69858722,39.8675575,1.377,-0.585,0.0131,-0.004,-7.083,-0.101,7.084,-0.099,0.124,0.159
CANDIDATE,CANDIDATE,6.247030799,356.90972,2455189.91,0.0,,0.039,1.4848,,1496.6,0.035446,17.84134,1.89,0.0528,89.93,512.0,16.23,33.26,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.426,0.2631,8.951104,36.66786,44.8,1,182.0,1.0,00011111111111111000000000000000,0.4448,,,3821.0,4.764,-0.24,0.487,0.503,,299.6777,45.972328,15.369,16.683,15.36,14.805,14.458,13.25,12.59,12.427,0.0,19.9784923,45.971759,-0.77,-2.06,-0.00114,-0.00105,0.15,0.56,0.58,0.39,0.05,0.39
CANDIDATE,CANDIDATE,700.00298217,249.44205,2455082.442,0.0,,0.143,7.6525,,3245.9,0.052659,14.9437,6.43,1.6115,89.95,238.0,0.76,728.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3107,0.2919,,,60.3,1,,,,,,,6487.0,4.397,-0.22,1.118,1.136,,293.61877,39.022572,13.594,13.918,13.542,13.456,13.422,12.625,12.388,12.357,,,,,,,,,,,,,
CANDIDATE,CANDIDATE,272.0868353,378.13721,2455211.137,0.0,,0.3629,2.7145,,5572.0,0.068915,116.60868,5.95,0.7652,89.95,251.0,0.93,770.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2743,0.3841,,,21.5,1,,,,,,,5587.0,4.548,-0.4,0.791,0.806,,288.31436,38.693291,15.166,15.723,15.129,14.928,14.821,13.875,13.453,13.35,,,,,,,,,,,,,
CANDIDATE,CANDIDATE,42.0370662,178.25006,2455011.25,0.0,,0.672,6.282,,266.8,0.015824,0.63162,1.66,0.2285,89.01,527.0,18.16,38.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2711,0.3858,4.255258,12.082628,14.7,3,30.0,2.0,11111111111111111000000000000000,0.6855,,,5823.0,4.427,-0.24,0.96,0.899,,292.27612,39.550179,14.609,15.129,14.564,14.385,14.288,13.391,13.04,13.053,0.307,19.48505,39.55039,-1.0,0.8,0.00022,-0.00019,0.32,-0.31,0.44,0.22,-0.31,0.38
CANDIDATE,CANDIDATE,21.0112068,132.6336,2454965.634,0.0,,0.853,4.507,,163.6,0.013379,0.31844,1.4,0.1439,87.5,663.0,45.79,19.51,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2711,0.3858,3.4636204,7.701652,10.2,3,56.0,3.0,11111111111111111000000000000000,0.9828,,,5823.0,4.427,-0.24,0.96,0.899,,292.27612,39.550179,14.609,15.129,14.564,14.385,14.288,13.391,13.04,13.053,0.011,19.48508,39.5509,0.3,2.6,-7e-05,-0.00039,-1.25,-0.6,1.4,-1.3,-0.7,1.5
CANDIDATE,CANDIDATE,8.75059775,358.24233,2455191.242,0.0,,0.33,2.8288,,881.9,0.026678,3.00117,2.27,0.0797,89.18,682.0,51.0,22.99,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1405,0.5896,5.0241203,23.673973,28.3,1,127.0,1.0,00011111111111111000000000000000,0.9018,,,4942.0,4.599,0.36,0.779,0.884,,295.76083,45.45739,15.92,16.787,15.845,15.549,15.36,14.339,13.869,13.736,0.0,19.7173791,45.456905,-0.36,-1.75,0.00012,-0.00104,1.27,7.49,7.6,0.3,0.01,0.3
CANDIDATE,CANDIDATE,1.714274727,133.3158074,2454966.316,0.0,,1.182,2.06728,,28460.0,0.427965,0.92035,25.0,0.0229,76.93,827.0,110.02,5.229,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3384,0.3803,71.81617,1239.6158,987.2,1,784.0,1.0,11111111111111111000000000000000,0.0,,,3874.0,4.715,-0.1,0.535,0.541,,295.62222,42.09288,15.686,17.047,15.733,15.103,14.678,13.394,12.771,12.61,0.0,19.70814701,42.0929185,-0.0118,0.1387,0.0014,0.0035,-0.031,-0.03,0.047,0.128,0.12,0.178
CANDIDATE,CANDIDATE,384.02570682,335.816169,2455168.816,,,,14.56,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,292.1199,42.931679,15.206,15.738,15.161,14.978,14.909,13.96,13.659,13.606,,,,,,,,,,,,,
CANDIDATE,CANDIDATE,3.014330766,357.37948,2455190.379,0.0,,0.01,2.4747,,975.3,0.027625,1.83082,2.87,0.0398,89.94,1124.0,377.79,9.581,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1742,0.5484,5.3528905,46.91396,57.3,1,381.0,1.0,00011111111111111000000000000000,0.7519,,,5209.0,4.446,0.56,0.953,0.925,,298.45953,42.187431,15.673,16.488,15.597,15.325,15.176,14.163,13.702,13.534,0.0,19.8973113,42.187402,0.4,-0.1,0.00103,-0.00076,-0.3,0.17,0.34,0.05,-0.06,0.08
CANDIDATE,CANDIDATE,13.35151248,363.086742,2455196.087,0.0,,0.573,3.6045,,3308.8,0.053942,1.66677,4.44,0.1004,88.69,585.0,27.77,25.04,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1082,0.627,15.303244,94.20674,107.9,1,81.0,1.0,00011111111111111000000000000000,0.9699,,,4843.0,4.562,0.04,0.754,0.755,,290.1127,48.577782,15.825,16.698,15.761,15.451,15.316,14.157,13.675,13.489,0.0,19.3408553,48.577582,0.286,-0.711,-2e-05,-0.00265,-1.11,1.85,2.16,0.17,-0.08,0.19
CANDIDATE,CANDIDATE,1693.6636225,524.27995,2455357.28,0.0,,0.5283,22.604,,9515.3,0.091785,1.07884,10.23,2.8364,89.95,157.0,0.14,547.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2781,0.3774,,,122.8,1,,,,,,,5923.0,4.445,0.08,1.021,1.059,,287.65045,49.156052,15.305,15.814,15.241,15.087,15.006,14.079,13.747,13.695,,,,,,,,,,,,,
CANDIDATE,CANDIDATE,104.8205868,374.83154,2455207.832,0.0,,0.918,4.4794,,3920.1,0.069522,1.62532,6.45,0.4183,89.46,376.0,4.74,98.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2979,0.3238,28.015963,74.476715,76.6,2,12.0,1.0,00011111111111111000000000000000,0.6831,,,5986.0,4.527,-0.5,0.85,0.886,,291.02069,42.46244,15.229,15.705,15.188,15.025,14.921,14.013,13.65,13.532,0.001,19.4013771,42.462419,-0.12,-0.08,-0.002,-0.0002,0.98,-0.07,0.98,0.07,0.016,0.07
CANDIDATE,CANDIDATE,34.2966363,143.66728,2454976.667,0.0,,0.711,19.718,,696.6,0.025847,0.01541,3.29,0.2003,85.86,584.0,27.6,9.86,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2291,0.4603,10.379552,38.67326,66.7,1,40.0,1.0,11111111111111111000000000000000,0.6757,,,5490.0,4.263,0.14,1.167,0.911,,294.23007,48.204479,14.965,15.594,14.934,14.695,14.565,13.575,13.112,13.072,0.002,19.6153445,48.204554,0.23,0.26,-0.00016,-0.00024,0.1,-0.18,0.21,0.03,-0.25,0.26
CANDIDATE,CANDIDATE,31.56904354,158.29983,2454991.3,0.0,,0.985,2.6364,,4229.4,0.102553,1.77026,11.18,0.1878,88.76,575.0,25.83,45.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2676,0.3928,26.185051,113.60447,113.6,1,42.0,1.0,11111111111111111000000000000000,0.3053,,,5654.0,4.387,-0.1,0.998,0.886,,297.41965,43.876579,15.042,15.659,15.023,14.778,14.63,13.9,13.491,13.523,0.0,19.8279674,43.876754,-0.39,0.63,0.00149,-0.00363,-0.23,0.809,0.841,-0.222,0.581,0.622
CANDIDATE,CANDIDATE,0.840594032,131.74104,2454964.741,0.0,,0.018,1.404,,49.8,0.006393,2.67252,0.62,0.0161,89.78,1780.0,2368.31,4.639,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2434,0.4341,4.1868987,8.393401,11.6,3,1469.0,3.0,11111111111111111000000000000000,0.8893,,,5440.0,4.438,-0.24,0.885,0.782,,297.72427,43.527431,14.48,15.106,14.44,14.211,14.105,13.154,12.736,12.684,0.882,19.848275,43.5274,-0.4,-0.1,1.4e-05,-1.4e-05,0.17,-0.15,0.23,0.14,-0.49,0.51
CANDIDATE,CANDIDATE,20.6654374,132.01229,2454965.012,0.0,,0.05,3.172,,100.4,0.008896,5.59139,0.66,0.1291,89.94,487.0,13.35,50.16,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1263,0.6019,4.4412627,14.364524,13.6,1,50.0,1.0,11111011101110111000000000000000,0.9243,,,4830.0,4.605,-0.34,0.676,0.671,,294.99023,39.346378,11.759,12.533,11.723,11.427,11.281,10.282,9.743,9.593,0.0,19.665962,39.34572,-2.24,-2.38,0.000151,0.000132,-1.2,-1.19,1.69,-1.89,-2.25,2.94
CANDIDATE,CANDIDATE,69.8347983,168.78436,2455001.784,0.0,,0.672,8.262,,266.6,0.01588,0.46244,3.51,0.4019,89.22,765.0,80.97,49.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3299,0.2374,10.4856205,33.151352,46.8,1,19.0,1.0,11111111111111111000000000000000,0.5547,,,7732.0,4.075,0.07,2.022,1.774,,293.54889,42.888859,12.02,12.112,11.989,12.033,12.089,11.389,11.296,11.242,0.0,19.5699214,42.888647,-0.21,-0.77,5.9e-05,0.000243,-0.18,-0.05,0.19,-0.12,-0.04,0.13
CANDIDATE,CANDIDATE,2.59488443,132.75658,2454965.757,0.0,,0.885,1.684,,592.2,0.02711,0.66967,2.36,0.034,81.79,1014.0,249.92,6.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.0989,0.6441,2.977677,12.3103895,14.9,2,251.0,1.0,00110011001100110000000000000000,0.9914,,,4748.0,4.526,0.3,0.797,0.776,,301.4693,44.159649,15.72,16.696,15.672,15.302,15.126,14.024,13.488,13.362,0.6,20.097999,44.15941,1.75,-0.86,7e-05,-0.00019,-0.66,2.9,3.0,-0.58,1.3,1.4
CANDIDATE,CANDIDATE,19.18109525,141.37097,2454974.371,0.0,,0.007,2.424,,865.4,0.026864,12.29491,1.72,0.1178,89.99,513.0,16.42,62.07,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3158,0.3282,4.4207025,14.985963,17.6,1,73.0,1.0,11111111111111111000000000000000,0.2817,,,5214.0,4.673,-1.46,0.587,0.591,,301.08572,44.380192,15.73,16.391,15.718,15.446,15.296,14.325,13.891,13.754,,20.072422,44.38031,1.53,0.45,,-0.0004,0.12,0.02,0.12,0.23,0.21,0.31
CANDIDATE,CANDIDATE,220.65651253,172.4278591,2455005.428,,,,7.82,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,291.65009,42.700779,15.129,15.613,15.078,14.922,14.837,13.909,13.548,13.479,,,,,,,,,,,,,
CANDIDATE,CANDIDATE,11.30507984,138.13638,2454971.136,0.0,,0.195,3.989,,278.4,0.015211,1.48762,1.4,0.0964,89.48,744.0,72.67,21.58,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2676,0.3928,5.3543544,16.90332,19.5,1,116.0,1.0,11111111111111111000000000000000,0.2428,,,5705.0,4.556,-0.14,0.844,0.936,,290.25964,45.388409,15.152,15.708,15.115,14.913,14.879,13.957,13.57,13.475,0.139,19.350628,45.38861,-0.53,0.73,0.00024,-0.00017,0.73,0.61,0.95,0.78,0.66,1.02
CANDIDATE,CANDIDATE,9.9824036,133.44855,2454966.449,0.0,,0.8093,1.09,,83.9,0.009376,14.25786,1.17,0.0935,88.81,966.0,205.65,42.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3045,0.3182,,,5.4,2,,,,,,,6273.0,4.364,-0.06,1.139,1.092,,297.90045,48.0947,13.538,13.908,13.481,13.379,13.338,12.519,12.276,12.245,,,,,,,,,,,,,
CANDIDATE,CANDIDATE,12.681733929,132.682519,2454965.683,0.0,,0.929,1.6866,,5879.1,0.094651,4.31857,7.25,0.0935,88.4,601.0,30.84,33.24,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1731,0.5396,21.215656,111.8672,102.8,1,78.0,1.0,11111110111011101000000000000000,0.1814,,,4976.0,4.577,-0.38,0.701,0.677,,286.0528,50.256592,15.303,16.067,15.262,14.976,14.812,13.776,13.329,13.185,0.287,19.0701817,50.256725,-0.19,0.49,-0.0001,-0.0006,0.051,-0.052,0.073,-0.002,0.026,0.026
CANDIDATE,CANDIDATE,83.09708021,162.935743,2454995.936,0.0,,0.993,9.2639,,15860.0,0.199089,0.26862,13.83,0.3188,88.77,329.0,2.78,46.11,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2787,0.3888,78.39616,251.88191,277.2,1,14.0,1.0,01111101110111011000000000000000,0.3654,,,5286.0,4.627,-1.04,0.636,0.626,,296.0882,47.142891,15.678,16.328,15.662,15.4,15.235,14.239,13.769,13.719,0.102,19.7392065,47.14284,-0.277,-0.179,0.0003,0.0009,0.025,0.004,0.026,-0.043,-0.077,0.088
CANDIDATE,CANDIDATE,0.839961456,178.354,2455011.354,0.0,,0.548,1.3008,,492.9,0.020846,2.14991,1.63,0.016,82.69,1455.0,1066.37,4.31,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.153,0.5684,3.8445795,27.5152,35.1,1,1554.0,1.0,01111111111111111000000000000000,0.9865,,,4932.0,4.618,0.0,0.718,0.808,,295.08423,50.114609,15.929,16.742,15.866,15.581,15.414,14.346,13.898,13.873,0.0,19.6722857,50.11489,0.15,0.99,-0.00018,0.00076,0.04,-6.02,6.02,-0.18,0.24,0.3
